Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As,Winner
"24.11.2012, 17:00",Asseco Resovia,Projekt Warszawa,3,0,59.0,73.0,8.0,18.0,"2,67",48.0,2,22.0,19.0,39%,11,22%,78.0,6.0,2.0,44,56%,7.0,"2,33",25,54,2,6,"0,67",55,8,18,24,43%,8,14%,68,8,7,21,31%,2,"0,67",0
"25.11.2012, 15:00",PGE Skra Bełchatów,Społem Kielce,3,1,70.0,92.0,9.0,16.0,"2,25",72.0,6,29.0,27.0,37%,16,22%,101.0,7.0,12.0,47,47%,14.0,"3,50",63,88,6,16,"1,50",76,9,34,29,38%,19,25%,107,5,14,45,42%,12,"3,00",0
"24.11.2012, 17:00",ZAKSA Kędzierzyn-Koźle,AZS Częstochowa,3,2,71.0,105.0,5.0,17.0,"1,00",91.0,7,40.0,29.0,31%,13,14%,112.0,4.0,13.0,57,51%,9.0,"1,80",78,102,7,11,"1,40",88,5,31,35,39%,13,14%,125,16,9,58,46%,13,"2,60",0
"24.11.2012, 20:00",Jastrzębski Węgiel,Chemik Bydgoszcz,3,2,76.0,107.0,6.0,18.0,"1,20",90.0,4,21.0,47.0,52%,24,26%,129.0,9.0,14.0,59,46%,11.0,"2,20",78,110,4,20,"0,80",89,6,30,35,39%,14,15%,118,9,11,60,51%,14,"2,80",0
"23.11.2012, 20:00",Trefl Gdańsk,AZS Olsztyn,2,3,84.0,113.0,6.0,13.0,"1,20",115.0,5,17.0,73.0,63%,25,21%,151.0,11.0,19.0,72,48%,6.0,"1,20",96,126,5,11,"1,00",100,6,15,52,52%,15,15%,147,14,6,73,50%,18,"3,60",1
"28.11.2012, 18:00",Chemik Bydgoszcz,AZS Olsztyn,3,1,73.0,96.0,5.0,10.0,"1,25",78.0,3,23.0,42.0,53%,28,35%,132.0,6.0,14.0,56,42%,12.0,"3,00",70,89,3,11,"0,75",86,5,33,34,39%,23,26%,139,13,12,53,38%,14,"3,50",0
"28.11.2012, 18:00",AZS Częstochowa,Jastrzębski Węgiel,0,3,33.0,53.0,4.0,15.0,"1,33",63.0,10,19.0,25.0,39%,14,22%,65.0,8.0,11.0,28,43%,1.0,"0,33",48,72,10,9,"3,33",38,4,7,20,52%,13,34%,53,6,1,27,51%,11,"3,67",1
"28.11.2012, 18:00",Społem Kielce,ZAKSA Kędzierzyn-Koźle,0,3,43.0,61.0,1.0,14.0,"0,33",60.0,3,25.0,23.0,38%,12,20%,74.0,8.0,5.0,35,47%,7.0,"2,33",52,74,3,14,"1,00",47,1,15,28,59%,17,36%,77,1,7,44,57%,5,"1,67",1
"28.11.2012, 20:00",Projekt Warszawa,PGE Skra Bełchatów,3,2,65.0,103.0,9.0,21.0,"1,80",84.0,6,21.0,44.0,52%,22,26%,107.0,8.0,10.0,50,47%,6.0,"1,20",78,109,6,25,"1,20",81,8,16,42,51%,29,35%,128,9,6,62,48%,10,"2,00",0
"29.11.2012, 19:00",Trefl Gdańsk,Asseco Resovia,0,3,42.0,65.0,1.0,14.0,"0,33",58.0,4,18.0,28.0,48%,12,20%,82.0,9.0,6.0,38,46%,3.0,"1,00",48,73,4,15,"1,33",51,1,11,26,50%,9,17%,78,6,3,38,49%,6,"2,00",1
"01.12.2012, 17:00",AZS Olsztyn,Asseco Resovia,2,3,76.0,109.0,7.0,12.0,"1,40",84.0,8,26.0,40.0,47%,14,16%,141.0,12.0,16.0,56,40%,13.0,"2,60",78,107,8,23,"1,60",97,7,34,43,44%,29,29%,135,6,13,54,40%,16,"3,20",1
"01.12.2012, 16:00",Trefl Gdańsk,PGE Skra Bełchatów,0,3,52.0,65.0,0.0,15.0,"0,00",67.0,3,9.0,36.0,53%,17,25%,89.0,6.0,10.0,48,54%,4.0,"1,33",50,74,3,7,"1,00",50,0,9,33,66%,18,36%,80,5,4,37,46%,10,"3,33",1
"03.12.2012, 18:00",Projekt Warszawa,ZAKSA Kędzierzyn-Koźle,0,3,39.0,61.0,4.0,13.0,"1,33",63.0,8,16.0,28.0,44%,17,26%,81.0,9.0,11.0,30,37%,5.0,"1,67",51,74,8,11,"2,67",49,4,16,22,44%,13,26%,69,5,5,32,46%,11,"3,67",1
"01.12.2012, 14:30",Społem Kielce,Jastrzębski Węgiel,2,3,69.0,101.0,7.0,13.0,"1,40",91.0,3,27.0,45.0,49%,29,31%,116.0,12.0,12.0,56,48%,6.0,"1,20",83,110,3,19,"0,60",88,7,20,53,60%,35,39%,117,11,7,67,57%,13,"2,60",1
"01.12.2012, 17:00",AZS Częstochowa,Chemik Bydgoszcz,1,3,65.0,84.0,1.0,14.0,"0,25",84.0,7,20.0,32.0,38%,12,14%,111.0,9.0,10.0,54,49%,10.0,"2,50",72,97,7,13,"1,75",70,1,17,33,47%,21,30%,112,3,10,55,49%,10,"2,50",1
"07.12.2012, 17:30",AZS Częstochowa,AZS Olsztyn,1,3,77.0,86.0,2.0,12.0,"0,50",88.0,1,16.0,48.0,54%,19,21%,123.0,9.0,12.0,62,50%,13.0,"3,25",70,95,1,7,"0,25",74,2,15,42,56%,23,31%,108,1,13,57,53%,12,"3,00",1
"10.12.2012, 18:00",Chemik Bydgoszcz,Społem Kielce,3,0,63.0,73.0,4.0,9.0,"1,33",47.0,2,16.0,21.0,44%,15,31%,83.0,8.0,3.0,44,53%,15.0,"5,00",34,54,2,7,"0,67",64,4,27,18,28%,10,15%,83,3,15,29,35%,3,"1,00",0
"08.12.2012, 17:00",Jastrzębski Węgiel,Projekt Warszawa,3,2,65.0,100.0,3.0,12.0,"0,60",68.0,2,16.0,31.0,45%,18,26%,92.0,6.0,12.0,46,50%,16.0,"3,20",66,88,2,20,"0,40",88,3,20,42,47%,30,34%,106,12,16,52,49%,12,"2,40",0
"08.12.2012, 17:00",ZAKSA Kędzierzyn-Koźle,Trefl Gdańsk,1,3,63.0,89.0,5.0,16.0,"1,25",90.0,5,33.0,40.0,44%,17,18%,115.0,11.0,11.0,47,41%,11.0,"2,75",71,100,5,10,"1,25",73,5,20,35,47%,9,12%,129,13,11,55,43%,11,"2,75",1
"08.12.2012, 14:30",PGE Skra Bełchatów,Asseco Resovia,3,0,59.0,74.0,6.0,16.0,"2,00",60.0,3,25.0,23.0,38%,9,15%,96.0,5.0,4.0,45,47%,8.0,"2,67",42,68,3,8,"1,00",58,6,24,25,43%,13,22%,88,4,8,35,40%,4,"1,33",0
"14.12.2012, 20:00",AZS Olsztyn,PGE Skra Bełchatów,1,3,54.0,81.0,5.0,14.0,"1,25",77.0,10,26.0,35.0,45%,16,20%,107.0,4.0,15.0,41,38%,8.0,"2,00",77,98,10,21,"2,50",67,5,20,40,59%,23,34%,106,5,8,52,49%,15,"3,75",1
"15.12.2012, 14:30",Asseco Resovia,ZAKSA Kędzierzyn-Koźle,3,2,75.0,108.0,3.0,24.0,"0,60",90.0,8,37.0,29.0,32%,10,11%,119.0,7.0,8.0,57,48%,15.0,"3,00",71,109,8,19,"1,60",84,3,28,43,51%,21,25%,129,12,15,55,43%,8,"1,60",0
"15.12.2012, 17:00",Trefl Gdańsk,Jastrzębski Węgiel,1,3,50.0,81.0,2.0,15.0,"0,50",83.0,4,20.0,40.0,48%,17,20%,118.0,12.0,13.0,40,34%,8.0,"2,00",69,98,4,13,"1,00",65,2,12,42,64%,23,35%,103,9,8,52,50%,13,"3,25",1
"16.12.2012, 17:00",Projekt Warszawa,Chemik Bydgoszcz,0,3,40.0,58.0,2.0,14.0,"0,67",61.0,7,15.0,27.0,44%,12,19%,73.0,2.0,11.0,31,42%,7.0,"2,33",57,74,7,13,"2,33",44,2,12,24,54%,18,40%,72,3,7,39,54%,11,"3,67",1
"15.12.2012, 17:00",Społem Kielce,AZS Częstochowa,3,2,76.0,105.0,8.0,12.0,"1,60",70.0,2,18.0,42.0,60%,27,38%,109.0,6.0,9.0,55,50%,13.0,"2,60",71,90,2,20,"0,40",93,8,24,51,54%,29,31%,119,7,13,60,50%,9,"1,80",0
"23.12.2012, 14:30",Społem Kielce,AZS Olsztyn,3,2,79.0,108.0,3.0,14.0,"0,60",97.0,1,25.0,57.0,58%,34,35%,150.0,12.0,15.0,68,45%,8.0,"1,60",82,109,1,12,"0,20",94,3,19,54,57%,28,29%,156,14,8,66,42%,15,"3,00",0
"22.12.2012, 14:00",AZS Częstochowa,Projekt Warszawa,1,3,62.0,94.0,3.0,13.0,"0,75",85.0,7,22.0,32.0,37%,13,15%,117.0,10.0,13.0,48,41%,11.0,"2,75",82,106,7,21,"1,75",81,3,14,53,65%,23,28%,130,7,11,62,48%,13,"3,25",1
"22.12.2012, 20:00",Chemik Bydgoszcz,Trefl Gdańsk,3,0,55.0,74.0,5.0,11.0,"1,67",54.0,1,21.0,29.0,53%,19,35%,90.0,3.0,6.0,39,43%,11.0,"3,67",48,63,1,9,"0,33",63,5,26,19,30%,14,22%,92,5,11,41,45%,6,"2,00",0
"22.12.2012, 17:00",Jastrzębski Węgiel,Asseco Resovia,3,0,53.0,75.0,6.0,11.0,"2,00",53.0,4,14.0,28.0,52%,20,37%,70.0,3.0,6.0,39,56%,8.0,"2,67",48,70,4,17,"1,33",64,6,20,28,43%,13,20%,80,4,8,38,48%,6,"2,00",0
"21.12.2012, 18:00",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,3,1,65.0,99.0,4.0,20.0,"1,00",72.0,5,22.0,37.0,51%,20,27%,106.0,8.0,6.0,49,46%,12.0,"3,00",60,92,5,20,"1,25",79,4,32,31,39%,10,12%,111,11,12,49,44%,6,"1,50",0
"04.01.2013, 18:00",AZS Olsztyn,ZAKSA Kędzierzyn-Koźle,3,2,82.0,123.0,7.0,23.0,"1,40",98.0,6,39.0,40.0,40%,18,18%,134.0,10.0,14.0,65,49%,10.0,"2,00",88,122,6,24,"1,20",100,7,36,41,41%,28,28%,122,14,10,68,56%,14,"2,80",0
"04.01.2013, 18:00",PGE Skra Bełchatów,Jastrzębski Węgiel,0,3,50.0,69.0,3.0,11.0,"1,00",68.0,4,30.0,30.0,44%,17,25%,86.0,9.0,9.0,39,45%,8.0,"2,67",55,77,4,9,"1,33",58,3,24,26,44%,18,31%,77,7,8,42,55%,9,"3,00",1
"04.01.2013, 18:00",Asseco Resovia,Chemik Bydgoszcz,3,0,63.0,73.0,4.0,12.0,"1,33",61.0,1,17.0,29.0,47%,14,22%,90.0,1.0,10.0,43,48%,16.0,"5,33",48,67,1,6,"0,33",61,4,14,34,55%,20,32%,91,5,16,37,41%,10,"3,33",0
"05.01.2013, 17:00",Trefl Gdańsk,AZS Częstochowa,3,2,79.0,107.0,9.0,12.0,"1,80",78.0,6,11.0,47.0,60%,18,23%,109.0,6.0,15.0,51,47%,19.0,"3,80",64,89,6,11,"1,20",95,9,14,48,50%,24,25%,116,14,19,43,37%,15,"3,00",0
"05.01.2013, 14:30",Projekt Warszawa,Społem Kielce,2,3,75.0,104.0,6.0,11.0,"1,20",86.0,4,14.0,55.0,63%,34,39%,126.0,12.0,13.0,54,43%,15.0,"3,00",80,103,4,17,"0,80",93,6,21,48,51%,26,27%,131,9,14,63,48%,13,"2,60",1
"13.01.2013, 17:00",Projekt Warszawa,AZS Olsztyn,3,0,57.0,74.0,2.0,10.0,"0,67",49.0,1,8.0,32.0,65%,18,36%,89.0,6.0,8.0,43,48%,12.0,"4,00",43,60,1,11,"0,33",64,2,13,41,64%,28,43%,97,7,12,34,35%,8,"2,67",0
"12.01.2013, 17:00",Społem Kielce,Trefl Gdańsk,1,3,63.0,91.0,1.0,16.0,"0,25",84.0,3,20.0,53.0,63%,38,45%,125.0,7.0,13.0,50,40%,12.0,"3,00",73,98,3,14,"0,75",75,1,20,37,49%,21,28%,124,11,12,57,46%,13,"3,25",1
"12.01.2013, 17:00",AZS Częstochowa,Asseco Resovia,0,3,42.0,55.0,2.0,8.0,"0,67",63.0,5,8.0,32.0,50%,18,28%,80.0,14.0,8.0,33,41%,7.0,"2,33",49,73,5,10,"1,67",47,2,8,26,55%,11,23%,70,2,7,36,51%,8,"2,67",1
"12.01.2013, 14:30",Chemik Bydgoszcz,PGE Skra Bełchatów,3,1,62.0,91.0,11.0,16.0,"2,75",65.0,3,22.0,28.0,43%,18,27%,93.0,5.0,9.0,41,44%,10.0,"2,50",60,68,3,20,"0,75",75,11,23,30,40%,20,26%,104,6,9,48,46%,9,"2,25",0
"13.01.2013, 14:30",Jastrzębski Węgiel,ZAKSA Kędzierzyn-Koźle,0,3,37.0,53.0,1.0,13.0,"0,33",63.0,7,25.0,23.0,36%,8,12%,66.0,2.0,14.0,29,44%,7.0,"2,33",56,74,7,11,"2,33",40,1,10,21,52%,10,25%,70,4,7,35,50%,14,"4,67",1
"18.01.2013, 18:00",AZS Olsztyn,Jastrzębski Węgiel,1,3,66.0,94.0,2.0,22.0,"0,50",94.0,10,30.0,42.0,44%,25,26%,129.0,6.0,15.0,59,46%,5.0,"1,25",75,106,10,12,"2,50",72,2,25,37,51%,18,25%,106,11,5,50,47%,15,"3,75",1
"19.01.2013, 14:30",ZAKSA Kędzierzyn-Koźle,Chemik Bydgoszcz,0,3,53.0,73.0,8.0,11.0,"2,67",72.0,3,17.0,43.0,59%,32,44%,102.0,8.0,10.0,39,38%,6.0,"2,00",60,83,3,11,"1,00",62,8,19,27,43%,16,25%,93,6,6,47,51%,10,"3,33",1
"19.01.2013, 17:00",PGE Skra Bełchatów,AZS Częstochowa,2,3,78.0,110.0,10.0,20.0,"2,00",98.0,6,52.0,26.0,26%,10,10%,132.0,8.0,8.0,56,42%,12.0,"2,40",75,110,6,12,"1,20",90,10,42,30,33%,19,21%,128,14,12,61,48%,8,"1,60",1
"18.01.2013, 18:30",Trefl Gdańsk,Projekt Warszawa,3,1,65.0,97.0,3.0,17.0,"0,75",77.0,2,11.0,45.0,58%,23,29%,135.0,11.0,13.0,55,41%,7.0,"1,75",63,94,2,17,"0,50",80,3,11,44,55%,26,32%,130,13,7,48,37%,13,"3,25",0
"19.01.2013, 17:00",Społem Kielce,Asseco Resovia,3,2,82.0,112.0,5.0,27.0,"1,00",96.0,3,24.0,56.0,58%,31,32%,132.0,7.0,12.0,70,53%,7.0,"1,40",74,110,3,14,"0,60",85,5,23,47,55%,27,31%,118,14,7,59,50%,12,"2,40",0
"01.02.2013, 20:00",Projekt Warszawa,Asseco Resovia,1,3,56.0,89.0,2.0,22.0,"0,50",80.0,5,14.0,47.0,58%,30,37%,107.0,2.0,17.0,46,43%,8.0,"2,00",74,98,5,18,"1,25",67,2,16,39,58%,23,34%,97,12,8,52,54%,17,"4,25",1
"02.02.2013, 17:00",Społem Kielce,PGE Skra Bełchatów,1,3,61.0,85.0,3.0,16.0,"0,75",77.0,2,32.0,35.0,45%,23,29%,101.0,7.0,9.0,48,48%,10.0,"2,50",66,92,2,15,"0,50",69,3,28,34,49%,22,31%,96,5,10,55,57%,9,"2,25",1
"02.02.2013, 17:00",AZS Częstochowa,ZAKSA Kędzierzyn-Koźle,2,3,66.0,84.0,4.0,9.0,"0,80",95.0,7,27.0,36.0,37%,11,11%,129.0,17.0,14.0,51,40%,11.0,"2,20",77,106,7,11,"1,40",75,4,25,31,41%,13,17%,115,4,11,56,49%,14,"2,80",1
"02.02.2013, 14:30",Chemik Bydgoszcz,Jastrzębski Węgiel,3,2,76.0,102.0,6.0,17.0,"1,20",86.0,5,33.0,36.0,41%,27,31%,123.0,5.0,17.0,59,48%,11.0,"2,20",74,100,5,14,"1,00",85,6,28,36,42%,30,35%,109,10,11,52,48%,17,"3,40",0
"03.02.2013, 14:30",AZS Olsztyn,Trefl Gdańsk,3,0,52.0,73.0,2.0,10.0,"0,67",55.0,5,17.0,27.0,49%,19,34%,84.0,11.0,8.0,35,42%,15.0,"5,00",38,63,5,8,"1,67",63,2,25,31,49%,22,34%,88,10,15,25,28%,8,"2,67",0
"09.02.2013, 17:00",AZS Olsztyn,Chemik Bydgoszcz,0,3,46.0,67.0,3.0,10.0,"1,00",68.0,2,27.0,31.0,45%,20,29%,99.0,8.0,7.0,32,32%,11.0,"3,67",61,79,2,11,"0,67",57,3,18,32,56%,20,35%,106,6,11,52,49%,7,"2,33",1
"11.02.2013, 18:00",Jastrzębski Węgiel,AZS Częstochowa,3,0,51.0,74.0,4.0,9.0,"1,33",41.0,0,11.0,24.0,58%,15,36%,58.0,2.0,3.0,36,62%,11.0,"3,67",39,53,0,12,"0,00",65,4,20,29,44%,19,29%,78,11,11,36,46%,3,"1,00",0
"08.02.2013, 17:00",ZAKSA Kędzierzyn-Koźle,Społem Kielce,2,3,67.0,106.0,7.0,18.0,"1,40",78.0,4,28.0,33.0,42%,17,21%,120.0,9.0,10.0,45,38%,15.0,"3,00",68,98,4,20,"0,80",88,7,25,43,48%,28,31%,113,8,15,54,48%,10,"2,00",1
"09.02.2013, 17:00",PGE Skra Bełchatów,Projekt Warszawa,3,2,72.0,111.0,6.0,23.0,"1,20",83.0,9,35.0,34.0,40%,16,19%,113.0,10.0,10.0,51,45%,15.0,"3,00",64,101,9,18,"1,80",88,6,41,34,38%,17,19%,129,16,15,45,35%,10,"2,00",0
"10.02.2013, 14:30",Asseco Resovia,Trefl Gdańsk,3,1,75.0,95.0,5.0,14.0,"1,25",63.0,5,16.0,37.0,58%,22,34%,101.0,7.0,4.0,61,60%,9.0,"2,25",49,72,5,9,"1,25",81,5,33,33,40%,13,16%,96,6,9,40,42%,4,"1,00",0
"10.03.2012, 14:30",PGE Skra Bełchatów,Projekt Warszawa,3,0,56.0,74.0,6.0,16.0,"2,00",57.0,5,24.0,26.0,45%,16,28%,72.0,2.0,5.0,42,58%,8.0,"2,67",43,66,5,9,"1,67",58,6,15,27,46%,9,15%,84,8,8,33,39%,5,"1,67",0
"11.03.2012, 14:30",PGE Skra Bełchatów,Projekt Warszawa,3,0,50.0,73.0,5.0,15.0,"1,67",45.0,1,18.0,24.0,53%,9,20%,66.0,5.0,6.0,33,50%,12.0,"4,00",35,61,1,16,"0,33",58,5,21,26,44%,9,15%,73,7,12,28,38%,6,"2,00",0
"09.03.2012, 18:00",ZAKSA Kędzierzyn-Koźle,Społem Kielce,3,0,54.0,74.0,3.0,9.0,"1,00",48.0,3,15.0,24.0,50%,15,31%,76.0,6.0,3.0,46,61%,5.0,"1,67",38,61,3,13,"1,00",65,3,15,32,49%,16,24%,82,6,5,32,39%,3,"1,00",0
"10.03.2012, 17:00",ZAKSA Kędzierzyn-Koźle,Społem Kielce,3,1,68.0,101.0,6.0,11.0,"1,50",66.0,6,19.0,34.0,51%,17,25%,105.0,5.0,11.0,53,50%,9.0,"2,25",61,79,6,13,"1,50",90,6,26,45,50%,24,26%,119,16,9,44,37%,11,"2,75",0
"09.03.2012, 18:00",Asseco Resovia,AZS Częstochowa,3,1,68.0,96.0,11.0,17.0,"2,75",72.0,7,17.0,43.0,59%,26,36%,86.0,12.0,5.0,50,58%,7.0,"1,75",50,85,7,13,"1,75",79,11,23,39,49%,27,34%,90,13,7,38,42%,5,"1,25",0
"10.03.2012, 17:00",Asseco Resovia,AZS Częstochowa,3,1,74.0,93.0,10.0,10.0,"2,50",75.0,6,13.0,43.0,57%,25,33%,103.0,12.0,9.0,51,50%,13.0,"3,25",56,83,6,8,"1,50",83,10,30,35,42%,23,27%,104,10,13,41,39%,9,"2,25",0
"11.03.2012, 14:00",Chemik Bydgoszcz,Jastrzębski Węgiel,3,0,58.0,73.0,4.0,8.0,"1,33",54.0,3,18.0,29.0,53%,15,27%,91.0,8.0,7.0,49,54%,5.0,"1,67",45,63,3,9,"1,00",65,4,25,30,46%,18,27%,71,5,5,35,49%,7,"2,33",0
"12.03.2012, 18:00",Chemik Bydgoszcz,Jastrzębski Węgiel,2,3,74.0,98.0,5.0,7.0,"1,00",97.0,5,25.0,55.0,56%,36,37%,140.0,13.0,19.0,57,41%,12.0,"2,40",86,109,5,12,"1,00",91,5,36,39,42%,27,29%,132,10,12,62,47%,19,"3,80",1
"21.03.2012, 18:00",Projekt Warszawa,PGE Skra Bełchatów,0,3,39.0,54.0,1.0,9.0,"0,33",68.0,3,31.0,27.0,39%,11,16%,84.0,12.0,10.0,34,40%,4.0,"1,33",52,74,3,6,"1,00",45,1,13,26,57%,12,26%,85,7,4,39,46%,10,"3,33",1
"21.03.2012, 18:00",Społem Kielce,ZAKSA Kędzierzyn-Koźle,2,3,74.0,98.0,3.0,25.0,"0,60",93.0,9,15.0,49.0,52%,31,33%,115.0,3.0,7.0,61,53%,10.0,"2,00",76,108,9,15,"1,80",73,3,13,40,54%,20,27%,111,5,10,60,54%,7,"1,40",1
"21.03.2012, 19:00",AZS Częstochowa,Asseco Resovia,1,3,50.0,79.0,3.0,15.0,"0,75",76.0,3,16.0,41.0,53%,28,36%,105.0,12.0,12.0,40,38%,7.0,"1,75",67,96,3,20,"0,75",64,3,11,38,59%,17,26%,98,7,7,52,53%,12,"3,00",1
"21.03.2012, 18:00",Jastrzębski Węgiel,Chemik Bydgoszcz,3,2,92.0,114.0,5.0,20.0,"1,00",99.0,3,20.0,47.0,47%,29,29%,132.0,5.0,14.0,71,54%,16.0,"3,20",79,112,3,13,"0,60",94,5,21,46,48%,22,23%,133,7,16,62,47%,14,"2,80",0
"22.03.2012, 18:00",Jastrzębski Węgiel,Chemik Bydgoszcz,3,1,75.0,95.0,7.0,14.0,"1,75",77.0,5,25.0,27.0,35%,8,10%,104.0,5.0,7.0,51,49%,17.0,"4,25",62,87,5,10,"1,25",81,7,17,38,46%,21,25%,122,9,17,50,41%,7,"1,75",0
"04.04.2012, 20:45",PGE Skra Bełchatów,Jastrzębski Węgiel,3,2,69.0,103.0,5.0,13.0,"1,00",86.0,7,32.0,39.0,45%,24,27%,113.0,10.0,12.0,52,46%,12.0,"2,40",75,104,6,20,"1,20",90,5,40,35,38%,18,20%,118,12,12,57,48%,12,"2,40",0
"05.04.2012, 20:45",PGE Skra Bełchatów,Jastrzębski Węgiel,3,0,53.0,76.0,7.0,15.0,"2,33",49.0,3,12.0,26.0,53%,17,34%,64.0,4.0,4.0,37,58%,9.0,"3,00",43,63,3,16,"1,00",61,7,19,27,44%,14,22%,79,5,9,36,46%,4,"1,33",0
"04.04.2012, 17:30",ZAKSA Kędzierzyn-Koźle,Asseco Resovia,0,3,34.0,59.0,2.0,16.0,"0,67",55.0,6,12.0,29.0,52%,16,29%,60.0,6.0,7.0,27,45%,5.0,"1,67",48,73,6,18,"2,00",43,2,10,21,48%,9,20%,67,4,5,35,52%,7,"2,33",1
"05.04.2012, 17:30",ZAKSA Kędzierzyn-Koźle,Asseco Resovia,3,1,65.0,97.0,10.0,14.0,"2,50",73.0,12,17.0,31.0,42%,16,21%,98.0,6.0,12.0,46,47%,9.0,"2,25",67,90,12,17,"3,00",83,10,18,31,37%,17,20%,96,12,9,43,45%,12,"3,00",0
"10.04.2012, 17:30",Jastrzębski Węgiel,PGE Skra Bełchatów,2,3,80.0,107.0,4.0,20.0,"0,80",94.0,15,20.0,44.0,46%,24,25%,120.0,4.0,11.0,62,52%,14.0,"2,80",84,111,15,17,"3,00",87,4,16,45,51%,22,25%,118,8,14,58,49%,11,"2,20",1
"10.04.2012, 20:00",Asseco Resovia,ZAKSA Kędzierzyn-Koźle,3,2,87.0,114.0,6.0,18.0,"1,20",93.0,4,27.0,47.0,50%,31,33%,116.0,9.0,7.0,71,61%,12.0,"2,40",73,106,4,13,"0,80",96,6,32,44,45%,29,30%,114,10,12,64,56%,7,"1,40",0
"11.04.2012, 20:00",Asseco Resovia,ZAKSA Kędzierzyn-Koźle,3,0,62.0,74.0,3.0,15.0,"1,00",56.0,1,17.0,31.0,55%,16,28%,83.0,4.0,6.0,49,59%,10.0,"3,33",39,64,1,8,"0,33",58,3,15,35,60%,25,43%,75,4,10,33,44%,6,"2,00",0
"04.04.2012, 19:00",Społem Kielce,AZS Częstochowa,1,3,82.0,99.0,6.0,22.0,"1,50",89.0,3,15.0,43.0,48%,23,25%,130.0,14.0,8.0,67,52%,9.0,"2,25",62,99,3,10,"0,75",77,6,21,37,48%,19,24%,95,5,9,51,54%,8,"2,00",1
"04.04.2012, 18:30",Projekt Warszawa,Chemik Bydgoszcz,0,3,41.0,58.0,4.0,8.0,"1,33",67.0,7,27.0,28.0,41%,13,19%,86.0,8.0,8.0,35,41%,2.0,"0,67",54,75,7,8,"2,33",50,4,15,22,44%,8,16%,83,9,2,39,47%,8,"2,67",1
"11.04.2012, 19:00",AZS Częstochowa,Społem Kielce,3,1,68.0,97.0,5.0,13.0,"1,25",84.0,3,14.0,54.0,64%,38,45%,114.0,9.0,9.0,56,49%,7.0,"1,75",72,98,3,14,"0,75",84,5,13,46,54%,28,33%,120,13,7,60,50%,9,"2,25",0
"10.04.2012, 18:00",Chemik Bydgoszcz,Projekt Warszawa,3,0,52.0,74.0,4.0,8.0,"1,33",46.0,3,8.0,23.0,50%,16,34%,97.0,3.0,11.0,41,42%,7.0,"2,33",42,58,3,12,"1,00",66,4,22,33,50%,25,37%,95,9,7,28,29%,11,"3,67",0
"17.04.2012, 18:00",PGE Skra Bełchatów,Asseco Resovia,1,3,58.0,84.0,3.0,21.0,"0,75",79.0,10,30.0,34.0,43%,16,20%,99.0,4.0,16.0,47,47%,8.0,"2,00",68,93,10,14,"2,50",63,3,27,27,42%,13,20%,93,10,8,42,45%,16,"4,00",1
"18.04.2012, 18:00",PGE Skra Bełchatów,Asseco Resovia,1,3,56.0,82.0,7.0,16.0,"1,75",81.0,7,35.0,30.0,37%,13,16%,99.0,11.0,7.0,40,40%,9.0,"2,25",69,97,7,16,"1,75",66,7,26,25,37%,9,13%,108,8,9,55,51%,7,"1,75",1
"21.04.2012, 18:00",Asseco Resovia,PGE Skra Bełchatów,1,3,59.0,79.0,9.0,16.0,"2,25",77.0,5,28.0,38.0,49%,22,28%,88.0,7.0,11.0,43,49%,7.0,"1,75",63,90,5,13,"1,25",63,9,14,35,55%,22,34%,89,5,7,47,53%,11,"2,75",1
"22.04.2012, 14:00",Asseco Resovia,PGE Skra Bełchatów,3,0,52.0,74.0,5.0,17.0,"1,67",46.0,2,17.0,21.0,45%,16,34%,70.0,4.0,5.0,35,50%,12.0,"4,00",36,61,2,15,"0,67",56,5,19,26,46%,21,37%,75,7,12,29,39%,5,"1,67",0
"17.04.2012, 18:00",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,1,3,60.0,84.0,3.0,13.0,"0,75",81.0,5,17.0,38.0,46%,20,24%,107.0,5.0,18.0,48,45%,9.0,"2,25",72,94,5,13,"1,25",71,3,16,40,56%,20,28%,107,6,9,49,46%,18,"4,50",1
"18.04.2012, 18:00",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,1,75.0,98.0,7.0,14.0,"1,75",74.0,5,14.0,40.0,54%,23,31%,109.0,5.0,7.0,55,50%,13.0,"3,25",62,88,5,14,"1,25",84,7,26,37,44%,20,23%,110,6,13,50,45%,7,"1,75",0
